657.7142857142857,2215.0,2215.0
504.18367346938777,690.0,705.0
NaN,0.0,0.0
NaN,0.0,0.0
1787.4973628691982,9821.0,13312.0
454.73569691768574,604.0,720.0
453.96527777777777,606.0,654.0
466.08052635342915,638.0,706.0
458.47290787623064,619.0,639.0
455.95068681803735,630.0,653.0
459.50037538879553,627.0,734.0
479.66708860759496,664.0,839.0
1320.2390402631768,6409.0,8136.0
460.05302390998594,623.0,696.0
444.51523278266467,676.0,806.0
471.2635900140647,645.0,832.0
462.473417721519,617.0,806.0
456.94682829149684,624.0,782.0
457.94913853727144,627.0,886.0
446.3741865121934,618.0,839.0
474.4965541490858,821.0,1002.0
453.5382735583685,594.0,618.0
443.96020167346063,592.0,608.0
458.94472573839664,611.0,653.0
461.06867088607595,656.0,694.0
465.64703568619035,748.0,1155.0
4943.533350914206,2748.0,133854.0
NaN,0.0,0.0
NaN,0.0,0.0
460.2862658227848,633.0,702.0
1037.7415963431786,2914.0,3374.0
466.8955338625474,637.0,774.0
460.99896302653224,619.0,789.0
463.6388842526913,737.0,928.0
NaN,0.0,0.0
NaN,0.0,0.0
787.2622222222222,2424.0,2587.0
471.13331594958714,642.0,679.0
460.5139330725771,641.0,711.0
482.93692307692305,671.0,864.0
451.6965840938722,611.0,716.0
457.8865362885702,609.0,879.0
456.68746153846155,618.0,700.0
NaN,0.0,0.0
NaN,0.0,0.0
NaN,0.0,0.0
NaN,0.0,0.0
NaN,0.0,0.0
649.0457126166092,2028.0,4244.0
477.8955601803677,649.0,702.0
468.9865782465299,630.0,666.0
464.9857787027402,737.0,833.0
472.1420659976366,642.0,693.0
469.1345233520802,624.0,782.0
462.2924526643343,637.0,665.0
494.45374609781476,627.0,685.0
470.7436815464118,637.0,669.0
476.47343045438777,632.0,690.0
NaN,0.0,0.0
NaN,0.0,0.0
666.4254432624114,2479.0,2599.0
479.1710638297872,633.0,838.0
NaN,0.0,0.0
NaN,0.0,0.0
NaN,0.0,0.0
NaN,0.0,0.0
640.6358747231889,1927.0,3661.0
475.86710839279647,630.0,658.0
454.6918744276853,606.0,691.0
462.942286782195,662.0,921.0
464.88904600951923,639.0,672.0
485.3189513365319,714.0,867.0
473.69811157760154,667.0,736.0
471.9875637104995,623.0,692.0
456.8821506936886,652.0,755.0
462.63384301732924,639.0,662.0
460.7006338790305,623.0,696.0
475.2823610848908,616.0,1990.0
537.0382479304202,878.0,1843.0
495.64492482609023,679.0,1926.0
477.57380694143166,674.0,768.0
473.4933453435788,643.0,671.0
474.862129428778,629.0,784.0
463.80513989484905,635.0,723.0
478.0492407809111,666.0,723.0
500.55356690892,652.0,860.0
471.65313062980255,627.0,651.0
459.5600878124779,653.0,735.0
542.5224988579259,829.0,2561.0
471.14183372085716,669.0,720.0
682.4656398991538,1274.0,1850.0
